COUNTRY,Country,VAR,Variable,CUR,Currency,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CZE,Czech Republic,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,CZK,Czech Koruna,6,Millions,,,2771.875,,
CZE,Czech Republic,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,CZK,Czech Koruna,6,Millions,,,1916.538,,
CZE,Czech Republic,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,CZK,Czech Koruna,6,Millions,,,2266.18,,
CZE,Czech Republic,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,CZK,Czech Koruna,6,Millions,,,1834.709,,
CZE,Czech Republic,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,CZK,Czech Koruna,6,Millions,,,1965.269,,
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,CZK,Czech Koruna,6,Millions,,,107824.939,,
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,CZK,Czech Koruna,6,Millions,,,104116.241,,
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,CZK,Czech Koruna,6,Millions,,,100536.436,,
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,CZK,Czech Koruna,6,Millions,,,94002.068,,
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,CZK,Czech Koruna,6,Millions,,,92578.206,P,Provisional value
CZE,Czech Republic,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,CZK,Czech Koruna,6,Millions,,,93997.853,P,Provisional value
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,46702,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,40135,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,43745,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,47869,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,50763,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,55235,,
DNK,Denmark,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,58337,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,32019,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,30066,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,32920,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,36411,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,37894,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,39472,,
DNK,Denmark,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,42832,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,14683,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,10069,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,10825,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,11458,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,12869,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,15763,,
DNK,Denmark,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,15505,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,52938,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,57559,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,59727,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,63524,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,64925,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,65683,,
DNK,Denmark,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,65694,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,49454,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,48807,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,50704,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,53714,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,56518,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,56567,,
DNK,Denmark,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,57155,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,3484,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,DKK,Danish Krone,6,Millions,,,8752,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,9023,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,9810,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,8407,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,9116,,
DNK,Denmark,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,DKK,Danish Krone,6,Millions,,,8539,,
DNK,Denmark,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,DKK,Danish Krone,6,Millions,,,46231,,
DNK,Denmark,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,DKK,Danish Krone,6,Millions,,,45011,,
DNK,Denmark,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,DKK,Danish Krone,6,Millions,,,48389,B,Break
DNK,Denmark,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,DKK,Danish Krone,6,Millions,,,51533,,
DNK,Denmark,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,DKK,Danish Krone,6,Millions,,,55203,,
FIN,Finland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,2554.77,,
FIN,Finland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,2330.74,,
FIN,Finland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,2658.51,,
FIN,Finland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,4012.47,,
FIN,Finland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,4224.34,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,2181.16,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,1993.74,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,2301.14,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,2744.6,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,3020.58,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,3049,,
FIN,Finland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,2706,,
FIN,Finland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,373.61,,
FIN,Finland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,337,,
FIN,Finland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,357.37,,
FIN,Finland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,1267.87,,
FIN,Finland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,1203.76,,
FIN,Finland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,3323.42,,
FIN,Finland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,3394.98,,
FIN,Finland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3509.33,,
FIN,Finland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,4314.44,,
FIN,Finland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,4548.03,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,3052.86,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,3148.72,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3251.15,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,3502.43,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,3805.35,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,3985,,
FIN,Finland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,3979,,
FIN,Finland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,270.56,,
FIN,Finland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,246.26,,
FIN,Finland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,258.18,,
FIN,Finland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,812.01,,
FIN,Finland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,742.68,,
FRA,France,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,46185,,
FRA,France,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,42663,,
FRA,France,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,43332,,
FRA,France,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,47634,,
FRA,France,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,50446,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,38465,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,35510,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,35464,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,39333,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,41751,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,42596,,
FRA,France,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,43233,,
FRA,France,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,7720,,
FRA,France,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,7153,,
FRA,France,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,7868,,
FRA,France,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,8301,,
FRA,France,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,8695,,
FRA,France,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,34338,,
FRA,France,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,33315,,
FRA,France,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,35412,,
FRA,France,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,39145,,
FRA,France,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,37918,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,27926,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,27510,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,29243,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,32260,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,31118,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,32361,,
FRA,France,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,36658,,
FRA,France,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,6412,,
FRA,France,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,5805,,
FRA,France,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,6169,,
FRA,France,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,6885,,
FRA,France,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,6800,,
DEU,Germany,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,36606,,
DEU,Germany,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,34296,,
DEU,Germany,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,37491,,
DEU,Germany,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,38667,,
DEU,Germany,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,40547,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,27137,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,24842,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,26159,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,27923,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,29666,,
DEU,Germany,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,31030,,
DEU,Germany,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,9469,,
DEU,Germany,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,9454,,
DEU,Germany,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,11332,,
DEU,Germany,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,10744,,
DEU,Germany,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,10881,,
DEU,Germany,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,71927,,
DEU,Germany,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,66821,,
DEU,Germany,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,69385,,
DEU,Germany,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,71938,,
DEU,Germany,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,75526,,
DEU,Germany,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,61854,,
DEU,Germany,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,58183,,
